lable_bert,label_lr,text
SCN,ROA_TARA,'n mariunettu cumme primma:
LLD,PMS,Varda ce ciaei slisce che t as.
SCN,LIJ,... Ma mi nu sun ancun mortu!
VEC,NAP,Sta semmana chiove?
LIJ,NAP,O tiempo a Walden Russia?
LIJ,LMO,Chi sa cumme uu picchieiva quell'omüççu du Geppettu!
LIJ,SC,A vuriâ perdunâme sta segunda bardasciata?
NAP,SCN,E' ummmet' oggi?
NAP,VEC,Suono 'e campane!
EML,LMO,E fa Vasèli baténd e' pógn sla bàursa e sàura chi dó bomboloni ch'i n'à vu gnenca e' témp ad squansæss.
VEC,NAP,", Maiey Te voglio bene assaie"
VEC,LLD,el Jato el l à brincà zenza fadia e bon apetito!
EML,NAP,A n l avéss mâi fât:
LMO,VEC,I arloe al Polo Nord.
SCN,VEC,ànzi meglio di più!
LIJ,FUR,u mangiâ (sust.) e u mangjâ (ind.
NAP,PMS,Lass' 'a fa.
EML,PMS,"Am vgné ataiṡ un sgnåuri con un bèl surîṡ, ch'l um gé:"
LLD,NAP,"A ra vede, l Duca Soriano, l Conte De Gattis, ra Baronessa Gatta Pelagatti di Minervino e dute chi outre nobiles i se r à mocada spasemade."
SC,SCN,Iddha facìa scorregge a tuttu spiatu;
LMO,VEC,Tachein em taca un tac?
LLD,VEC,"Ra no n à na pena e gnanche un lapisc, e r à da scrie co na stela cometa;"
LIJ,VEC,e àno lenguazio
LMO,NAP,sin ea 'sude coi jate.
LLD,VEC,"Son sciaes de ra carta jeografica, che ra m à cazà ca inze meso l Mediteraneo, un mar pizo come na vasca da bain."
NAP,ROA_TARA,"Nan ze nghiète, seppòrte e se stè citte."
LLD,PMS,Ma t aaras da studià l dissegno ogni dì par un ora.
LLD,NAP,Saeo ce che l fejea?
LLD,VEC,Vardà mo ce che l é drio a suzede ca daos.
SCN,ROA_TARA,dumandò a Vurpe ou mariunettu.
NAP,VEC,Ma chi se ncatenaie stess'io so' stato:
LMO,VEC,Mi nu ghe i ho.
PMS,LMO,"Gramarzé ben, scior scultor."
VEC,LLD,el el no podea fei nuia.
SC,NAP,"Sa fare di tutto, dice, e molto bene."
LIJ,PMS,Sübbitu! disse a Lümaçça.
LLD,VEC,"Ca inze, rejina, te sos tu ra pi bela e te lujes come na gran stela."
EML,PMS,l é un porteleto e alcuante sciaris.
LLD,VEC,"No n ei gnanche na mastela da laà, parceche chera vecia r é sbujada, e tu te vas a damandà solo pan."
LLD,VEC,"L é cococoscì che on da fe, da fe, da fei!Ce one a che far nos co r Università?"
VEC,LLD,Se voré me l tiro fora alolo e ve l bicio'sò par funestra.
LMO,LIJ,sta gesètta l'era ciamada de San Remigio (ò Remedi).
LLD,VEC,"R aga r é 'suda par sora, el pontejel l é tomà 'sò e i cazadore i risciaa de se sofeà."
LLD,VEC,I nanete i m à proebì de l fei r à craià 'sò Biancognee dal piol.
LLD,VEC,"Intor ra ciadia dreta i aea tacà na ciadena, che i no destacaa né de dì né di note."
LIJ,SCN,U l'é guæi grossu stu pesciucan?
NAP,VEC,"Plendele quello che volele, tanto buoni tutti due."
LIJ,SCN,"U Pinocchiu u mangia u çüccou, ma u nu vö pürgâse:"
EML,FUR,"un gran chèlz int al cûl al can, digandi:"
VEC,LMO,"Li Tartari demorano l'inverno al piano, in luogi chaldi, là ove i trova erba per soe bestie."
SCN,NAP,Stanotte ho sognato la morte.
LLD,VEC,Un bel dì d istade l é moesc alolo bonora e l é ruà dal lagheto agnoche l ea ra ciaseta de strame de Porzeluco Gras.
LLD,VEC,"El pescador l é tornà a ciasa e, inveze del brite de len, l à ciatà un ciason de piera co ra sciares de marmo."
ROA_TARA,LIJ,"A guardalle te dè préisce e ce t'adòcchie t'ègne d'emozziòne, te fòce abbatte fòrte u còre."
LMO,VEC,chi ghe levava a beretta d'in man:
VEC,LIJ,E disse a quelli baroni:
LMO,LLD,Son slezià fin 'sodalpè e m ei lascià preme danoo in su;
SC,VEC,"Scuse inventate lì per lì, da gente ancora sonnacchiosa punto disposta a ritrovarsi in casa un carico di puzza e di miseria."
NAP,ROA_TARA,É ccude respunnénne decétte à ll'attane:
LIJ,VEC,"Ed àno molto grande quantità e moltitudine de idolle, ed àno de quelle che sono grande diexe passi:"
LLD,LMO,Ve digo ra mè proposta.
LLD,VEC,"Pize, ormai sta ciasa r é massa pizora par podé stà dute insieme."
LIJ,VEC,et àno molto bon vino choto.
LLD,NAP,Ra femenes es i disc ai sò ome:
NAP,PMS,Pardonalo e 'son inaante.
VEC,SC,Ci seo?!
VEC,LIJ,"Ogni dì andava a messa e fazeva ellimoxine segondo la soa possanza, ed era grande amigo de Dio."
ROA_TARA,NAP,Mammamèje cè cònfusione ma cè stè sùccede?
VEC,PMS,Nosoutre son i nanete del bosco l
NAP,SCN,"... m'e ppiglio, si!"
LMO,EML,"Tütt des franc!Gh'è quäsi gnint, i'enn tütt piöcc adess la gint;"
LLD,VEC,"che vo esse 'sente noa, che r ebe corajo, che ra se fide de chel che ra disc e de chel che ra fesc."
VEC,LLD,"Fegurave ra'sente inze piaza, dute che i ridea sora:"
LIJ,LMO,Vechì a culaçiun che ve manda a Fue' disse a Lümaçça.
SCN,ROA_TARA,Nel dialetto di Margherita di Savoia (Foggia) N'òume tenave du figghje.
LLD,LMO,"Poco ignante de sarà i oce l i à dà ordin al Prin Consilier Men de seporì ra luna con el, inze ra medema cassa."
LLD,VEC,No n é bisoin de se zufà.
LLD,LIJ,o me comedà ra janbes o ve fejo vede ió.
LLD,SC,Ra cola dei boles.
LIJ,VEC,"Pardoneme, ma chera maturla ra no in à ancora assei:"
VEC,LMO,questa vivanda uxano per eser sani.
PMS,LMO,La morarà 28 ann dòpo la soa condanna.
LLD,VEC,"Ce na bela che te sos, femena mea."
LLD,LMO,"Scior caal, scomenza l bal."
NAP,ROA_TARA,ll'onne mpazzute 'a schiantano;
SC,SCN,Lasciai gli amanti fusi in un abbraccio che univa i cuori e corpi così forte che più non stringerebbe un catenaccio serrato dal sigillo della Morte.
NAP,SC,chi sa' mo' adduè.
SCN,NAP,Cerco 'nu dipinto 'ntitolato With You
LMO,VEC,"S'incammina pian piano, la fretta è ormai finita, e si dirige ai viali del quartiere signorile:"
NAP,VEC,"Uno nn' esiste, e st'uno 'o tengo 'e faccia!"
LIJ,VEC,"E bixogniava spesse volte perché i trovàno molti luogi de perìcollo, perché la ria zente feva plui seguramente mal perché Achatu non era segnior naturale nì prinzipal."
LMO,LLD,Te se regòrdet?
LIJ,SCN,U Pinocchiu u l'amiò a brocca e u nu rispuze ni de sci e ni de na.
VEC,LLD,elli dixeno Ung e Mongul;
LIJ,SCN,"Ançi, scicumme che veddu chou sû u va sutta, te lasciu sübbitu e scappu via."
SC,LIJ,Aregordite che ti t'ê sulu e niatri semmu in sette.
FUR,LMO,Se no tu tegnis di cont...
LLD,VEC,"Balota, l me dijea Gian Luigi e l me fejea vede l toulin agnoche l aea poià sora ra sò crodes de 'ses, chera l é ra grota, vedesto?"
VEC,LLD,Ce se podeelo fei?
LIJ,SC,aeroplano cun reoplano e v.i.
LLD,VEC,"'Sà anes anorum, ra crodes es é vienudes fora dal mar."
VEC,LLD,"Na domegna bonora, me penso polito, i aea ciatà inze casseta un outra letra zenza firma."
LMO,VEC,e dapö se lasciòn.
LIJ,VEC,E àno molti monestieri de idolle;
LLD,LMO,L ouzeluco l seguitaa a ciantaa ra sò bela canzon.
LLD,PMS,"Speta ignante de sgnoufà, l i à respondù sa pare."
LMO,SCN,I rugna nafré e dapò i sin và.
LLD,LMO,vos ve tolé l lusc de luna epò l dorà fin che ghin é.
LMO,LLD,"dapò, nafré areota, el s i magnaa."
PMS,VEC,"Tu te m as propio tradì, l a dito l marcante, inbestià."
NAP,EML,'Nu Pinco Pallino va a dd' 'o psichiatra:
LLD,VEC,"No n ei bisoin de dentes de oro, in ei trentadoi, miei, bianche, e dure che i majena i sasc."
FUR,PMS,Si son astignûts i 4 conseîrs dal Movimento 5 Stelle:
LMO,NAP,"Dute podon fei hm, hm, anche nosoutre jate:"
LIJ,SCN,"feççe u mariunettu, battenduse cuu diu éndexu a punta du nazu, in segnu de minciunatüa."
SC,NAP,"... Eccellenza,... scusate..., io forse non mi sono spiegato."
SCN,NAP,Mamma è turnata!.
LMO,NAP,"Oi ma', vide che luna, che luna janca e ddoce!.."
LLD,VEC,L é meso pelà e l se fesc vonticià col smirbe!
NAP,SCN,Nun passa nu mese e sto' ccà!
ROA_TARA,NAP,Còme se devérte la natìure!..
NAP,VEC,s'arrisponne 'a neve.
LMO,NAP,non vi dico!...
ROA_TARA,LMO,"Saupe a la tèrre tènda Precenèlle ca mbòce nan vòlene fò stò pianète, astre e pendìdde lucéinde."
LLD,VEC,"L ea propio vero, el no s aea insonià.à vardà chi bei zapote par un toco a ra longa."
SCN,NAP,Sciuccava e faceva friddo.
LLD,NAP,"Scotame mo l à respondù l omeneto riden, se i conpite ra i fesc ra machina, ce i 'soelo l zarvel?Cronpame ra machina, pare l ei preà."
SCN,LIJ,"Papà, etu sî esquimese?"
LLD,VEC,"L é vecio, pi ecio de dute, pi ecio del pi ecio."
LIJ,LMO,"Alua u padrun, mugugnandu, u gh'inpì a gröppia de fen:"
SCN,LMO,Duman turniemu a veddilu.
VEC,SCN,Me pregò e la fatéghe le trevibbe.
VEC,LLD,"S i vedea anche da indalonse, zenza bisoin del canocial."
LLD,PMS,Sta ota no me ra fejé.
LLD,VEC,"R à fato doi toche de chel pomo e ra s à magnà chel bianco, agnoche no n ea inze l velen."
VEC,LMO,"Questo Negodar andò alla chorte de Cigati, ch'era fradel charnal del Gran Chaan, e andò ben con diecimila homeni de soa zente."
VEC,NAP,"Leopardi, Da Mosco."
VEC,LMO,El Grande Chan se fè' vegnir un suo baron davanti che aveva nome Chogatal e diselli ch'el volleva ch'el andasse al papa chon quelli do latini.
EML,LMO,"Và via d'int i pê, vèc imbambî!"
NAP,LMO,So cuntènt e cant M' facc nu gìr sòp i ségg volànt M'è fatt u 'bbagn ndò p'lón 'ddrét u puzz Stasérvaij pur jì sóp e mach'n attuzz!
NAP,SCN,Ccà sta Teresenella 'a purticesa!
LLD,VEC,"Coscita, almanco i mostace i 'soa par algo, sedenò ce volo dì chera doa virgoles sote l nas?Chesta l é ra storia dei mostace del scior Ejisto."
LLD,VEC,"L é al prin pian, el sento."
VEC,LLD,"Es é pi grandes de te, sasto?"
SCN,LIJ,"Spera ca na vodda, o giurnu o sera, Ccumenza la vita:"
NAP,VEC,"ma 'o core mio resiste a ppoppa, guarda 'o cielo chino d'acqua, 'o mare scuro, e canta, senza l'ombra d' 'a paura:"
LIJ,SCN,"Ghe i ho senpre inta stacca, menu üña che speixi a l'ôstaja du Ganbou russu."
LLD,VEC,Tanto cuanto ra olpe de ra nostra stories.
NAP,LIJ,'A do'?
LLD,VEC,"Na note, fin che sora l Mediteraneo lujia milioi de steles, ra Sardegna ra s à sentù ciamà:"
LLD,VEC,I 'sonton doi rae e na carota e se l magnon l à respondù Porzeluco Brao.
SCN,LIJ,Alua u Geppettu u disse ou mariunettu:
LLD,VEC,"Pègaso l ea nafré intrigà, asà che l capìa solo l sò paron."
SCN,NAP,"Neh, Totò!."
VEC,LMO,Chome li Tartari fexeno signior primieramente uno de soa zente.
ROA_TARA,NAP,"Pòvere nònne!... U vòltene , u aggirene e u sbàttene còme vòlene."
NAP,FUR,E nun te si' ddignata nemmeno d' 'o guardà.
LLD,VEC,LSta ota l specio el i à respondù:
LIJ,VEC,In Tartaria si è una zente ch'è apellata Ongaro ch'èno molto bella zente achostumata.
SCN,FUR,"E iessi lu soli, com'a primavera;"
LLD,VEC,"Ignante de se scentà sun toura l à da leà i mostace sun testa, par podé daerse ra bocia."
ROA_TARA,VEC,Quènne spézze re pane e re meddéche cadene saupe a la tevagghie m'arrecòrde e déche:
LMO,PMS,"pìpìpì, pìpìpì, zun, zun, zun, zun."
VEC,LLD,I pize i damanda:
LIJ,SCN,"Noni, amici miéi, ju nun pazzéiu;"
LMO,VEC,"E dute i dis el ruaa a ciasa con algo de noo:muscio par fei i prade, bata par fei el gnee, finamai un cowboy sun un caal, che a Antonio propio no l i piajea."
LMO,VEC,"ma Zozzetto l no n ea sporco, el se laaa vinte colpe al dì;"
PMS,VEC,A la sira in dl'osteria Gildo l'dis 'na litania:
LLD,LMO,"Epò, cemodo fejeesto a saé che t aarae dà 4 de conte?"
VEC,NAP,I pize i se struca su sa pare contente.
SCN,LIJ,E mancu i meistri?
SCN,LIJ,Mi nu a possu beje.
ROA_TARA,NAP,"jèi nan dzò' ddégne de jésse chjamate figghjete, trätteme accòume à jjóune d'i séerve tóu."
VEC,LIJ,E quelli anbasatori tornò a chaxa chon grande alegreza.
LMO,NAP,A che ora tengo 'na sveglia impostata?
LIJ,VEC,ed è longa sedexe zornate;
LLD,VEC,Me tazo ra lenga par chel che ei dito.
SCN,NAP,Imposta 'na sveglia ogni nov' minuti
SCN,VEC,"Anche se il nome mio non è diffuso, in lista un'altra omonima era iscritta fu per distinguermi allor, che presi in uso quell'anagramma che Rina Alof mi pitta."
VEC,PMS,"e sì nde n'è chazaxion de bestie, e trovasse dei buò."
LIJ,PMS,E cose l'é ch'u fava?
ROA_TARA,LMO,"e prima de Armenia Pizolla, et de quella mollte altre cosse."
LLD,VEC,"se sà ben, lore i capisce solo ra osc del canon."
VEC,PMS,ci mancavo dal secolo passato.
LLD,VEC,"E i se ra ridea:Tu te 'sies a pescà, ma t on pescà nosoutre!L orso l é restà mal, ma ormai l no podea pi se ra mocà."
EML,LMO,Nu pèzz d' carvunèll Nu foglj' bianch e bèll.
LLD,VEC,"sun cuerto l ea lastes de piera, anche l camin l ea de piera e ra funestres es aea bela mantia stagnes."
LIJ,LMO,E cose gh'ælu?
VEC,LLD,"Zerto, un bel viaso no me despiajarae el fei."
LLD,VEC,"In ogni cajo, se voré che i ve ciame sote i ponpiere, ra caserma r é là."
LLD,VEC,"L é un omeneto lesier, che l stà su su ra neoles e l souta da una a r outra zenza sbujà l siolo, bianco e molizo."
LLD,VEC,Aarae n outra idea:
SCN,NAP,"Basta, si vo' fa pace."
SCN,LMO,loro mari sono d'India e gli pari èno pur Tartari.
LMO,VEC,Ve parelo che pode 'sì intorno conzada coscì?
LMO,PMS,forte e bianca!
LMO,ROA_TARA,"Accedèitele, mangiame é ffacèime féste, ca cüsse figghje mèi jére muerte é va vvevesscióute, s'avave perdóute é sse va retruate."
LLD,VEC,Su ra tera de lin l é tomà 'sò na joza de sango.
NAP,VEC,"ed ène lì chastele asai, et è sotoposta al Gran Chaan."
LIJ,NAP,"La vostræ madre æfflitte e scunzelæte, pupille dell'ucchje,l'à avite scunusciute!"
VEC,PMS,Ci saralo mo?
LMO,LIJ,"Ecco a lei, controlli per favore."
SCN,LMO,"iò mi ndi fottu, pare ca ticimu."
LLD,VEC,"Ma da i nanete, ves ra marina Biancognee r é deboto na stela."
ROA_TARA,VEC,Seccedé ca u giòvene fò chiamate ad assiste na mèmme chè avaie parteréie.
LIJ,VEC,"àno nome Argiron e Dercieri, ed è molto grande provinzia."
SCN,NAP,Comme e passata ampressa 'a giuventu!
LLD,VEC,"l à damandà l jato Pirata, un jatojato che i ciamaa coscì parceche, conpain dei pirates de ra storia, l ea orbo de un ocio."
NAP,LIJ,"Mbèh, Casparì, ne putimmu scurdà l'idèa;"
LLD,VEC,"Ra ciasa intiera, dal cuerto fin 'sò da ra fondamentes, ra ve passa via par sora, e ra se nana inze r aria come un areoplano."
LLD,NAP,Ruarei ignante res sié l à pensà.
LMO,NAP,Ma varda ce onjates!
LMO,VEC,Dulcis in fundo!
VEC,NAP,"Chi pize i ride, el ride anche el, i é dute contente."
EML,VEC,Parché èt strisiè al dû?
NAP,PMS,Fronn' 'e murtella!
LLD,PMS,El nas da dagnadì l ea pien de cuces e de brusche;
VEC,PMS,"Ades i sà ce che voron, i sà che son boi de ocupà un Colosseo."
LLD,SCN,Tu seliele tla questi due plototipi fatti da ingeniele che avele nuovi cliteli di ploduzione.
LIJ,SCN,Epü quellu lazü u l'é u Pinocchiu!... U l'é u Pinocchiu pe d'indavei!cria u Puriscinella.
LLD,VEC,"Toltin cuantes che te vos, tol su.Sul sol fiorì r ea fenida, e dinultima l à piturà anche ra porta e ra funestres de zeleste e l cuerto de ros."
LMO,VEC,"se invece decidete di seppellirla qui, vi costerà solo 500 euro."
LLD,VEC,Somea doa sbarades de pistola.
SC,VEC,Chrerina si è uno grande regniame de Persia.
NAP,VEC,E' ne quadre de Renoir?
VEC,LMO,Saeo cemodo che r é scomenzada?
LLD,VEC,"Canche l caal el scomenzaa, chel òn l i damandaa:"
LLD,VEC,In chera bonora l in à paricià coscì tanto che i tosate i à abù da sin bee tré copes a peron:l no n ea bon de tirà su l mus da ra copa.
LLD,VEC,"Anche calche femena grossa r à i mostace, ma l scior Ejisto l no i à."
VEC,LMO,Egli se guardano molto che per cossa del mondo l'uno non farave inzuria né vilania al'altro de soa moier;
EML,LMO,L'aria inturn'al coer l'è invisibila cm'en prufeum pena fiurì ma l'as cnos cm'en vul sparpagnà ad nuoli celesti.
SCN,NAP,"trasja a mèzzanotte dind'a re case addu'èrene li crjaturi, passava pe dind'a li cacciafumi, e inghija de riali re cauzètte vicinu a lu liéttu."
VEC,SC,"E lì èno remiti segondo la soa malvaxia fe', i quali abitano in remitorio e fano grande astinenzia e de manziar et de bere;"
LMO,VEC,ma mi sun generuzu e ghe perduñu!
LIJ,LMO,Ti me faiæ da can da guardia.
LLD,LMO,"Vardà mo se l é l cajo che l vade a strafier come se ra sò ciasa fosse un areoplano.i poliziote disc calchedun parceche l scior Venceslao l no n à ra lizenza par ogà ra ciasa, e podarae anche capità un malan."
LIJ,SCN,Ed àno gamelli e bestiami assai.
LMO,PMS,"Da 'sto moment nissun la ten pù e la soa vita la diventa on turbin de avventur, amor e òdi, vendètt e voltafaccia."
LLD,VEC,"Ra ciasona de piera ra no n ea pi, e là l ea un gran castel, coi mure, ra portes, ra funestres e l cuerto dute de oro."
ROA_TARA,NAP,cè bbèdda mamme ca tènghe iòie m'é capesciìute la malatòie.
NAP,VEC,"In Zorzania è uno re ch'è apellato senpre Mandemilich, che è a dire in nostra lengua 'Davit re', ed è sotoposto al Tartaro."
LMO,PMS,Oh meschin de mi!
LLD,VEC,"E se a pare i sbara dassen?sentì parlà de sbarà, m ei fato parsuaso che l ea mus in saé algo de pi."
VEC,LMO,"Papà, papà ma i' so' esquimese?"
NAP,VEC,"Ci nan tène còre u cacce e u desprézze, u accarèzze, ci le dà pane e amòre."
LLD,NAP,Ades proa anche tu ce che vo dì aé un paron.
LLD,VEC,", inveze de esse contenta, ra s à stizà danoo:"
VEC,LLD,D inverno i jate i se ciata su par i cuerte a fei conzerte.
LLD,VEC,"El varda 'sò e l vede i paese, ra crodes e ra vares grijes sote r aga che seguita a vienì 'sò."
NAP,PMS,Zitta zitt p' 'ng r'sp'gghjà 'ppannèv pòrt e v'trín e 'bb'jèv a camm'nà!
NAP,VEC,Sta nevicann' in Canada?
EML,LMO,Ma cæsa a sém arvænz mè e al zghéli.
SC,LIJ,Se io non fossi stato un titolato avrei già dato piglio alla violenza!
LLD,ROA_TARA,"Ignante de desmontà, l scior Boemondo el se sofìa l nas."
LLD,LIJ,Ió conoscio l omeneto de ra pioa.
EML,LMO,"Cènt mìll prumèss e a t'st'mònij i stèll, a lùn e u campanèr Sant'Andònij!"
LLD,VEC,"Men l ea pelà, l aea na testa pi sliscia de un palacaro."
LLD,LMO,"El ciapaa ra neoles e l res doraa par se fascià ra testa, come ra famea canche ra 'suia ai indiane."
VEC,LMO,mal manzano e mal beveno.
NAP,SCN,"T'affiure Ti raffigura, ti vede."
VEC,LMO,Cemodo vara a fenì?
LIJ,NAP,Indoso portano arme de chuoro choto molto forte;
ROA_TARA,NAP,L'haje tenute tande cunzervæte:
LMO,PMS,Fejéme vede l i à respondù mè pare.
EML,LMO,Ho vüdä la mè cassëtta e anca incö sum in bullëtta;
SCN,NAP,Quarda in cce condizioni t'ha rridottu:
SC,LMO,Te louraras fin che te stajaras in pès.
LLD,VEC,"ra Conìa, ra Jata con sò fies, che es deenta grandes e pitosc anbizioses, epò l Lioro, l Orso, ra Marmota, el Rizo."
NAP,ROA_TARA,et ène zità e chastelle asai.
LLD,VEC,L é ora de ra fenì co ste ome che sbuja i biliete!l i damanda chel che sbuja i biliete.
SCN,LMO,"è finta, è finta!"
ROA_TARA,SCN,Adòcchie le passènde e aspétte anzìuse ci l'òva dò u prèisce de guadagnaie na mesérie.
LLD,LMO,"Un euro tot tacaed, a n gne voi dae ma ch'l'intipatìch!"
SCN,PMS,Umizaru
SCN,LMO,"Madonna bella, damme forza tu!"
VEC,LLD,"Vienì pura inze, scior sassin de fora."
VEC,LMO,"Hora ve voglio chontar del Gran Chaan, signior d'i Tartari, chome el fo fato inprimamente e qual fu la chaxion della soa signioria;"
SCN,NAP,"Nu, nu, nu e poi na."
LLD,VEC,"No podarei gnanche mai 'sì pede l fo, me brujarei alolo.No sei ce fei l i responde l scultor."
LLD,VEC,"Ospia, i dijea i jenerai, cemodo se fejelo a 'sì in guera co ra broces?"
LLD,VEC,"Na ota pasciù, l s à conzà 'sò al soroio su ra teraza, agnoche l ea restà solo e l à dito riden:"
LLD,VEC,"Ben, ades sta scenpia r à chel che ra se merita:"
SCN,LIJ,E u Melanpu u fava proppiu cuscì?
ROA_TARA,SCN,"Da cosa nasce cosa e bei ricordi, con altri amici, compagni di distanza ridemmo vita ai nostri orecchi sordi e nacque lista, sito ed associanza."
SCN,NAP,"La vita, si sape, è ffatta a ttiraturu:"
SC,ROA_TARA,"... Maestà, ma di chi state parlando,... delle colleghe delle colleghe dell'ufficio!?"
LMO,LLD,Anche incraota me r ei caada parceche aee pensà polito ce fei.
LIJ,SC,"Quandou mortu u cianze, l'é segnu ch'u l'é in via de guaixun disse sulennemente u Crôu."
ROA_TARA,NAP,"scanzaie nu tramme, se mettette 'a lente, e proprio come un semprice murtale (ma però con accèndo forastiero), dice :"
LLD,VEC,"L é restà de 'ses a vede che r ea voita, e de inze l ea solo un pesceto de oro."
SC,PMS,noi torneremo in India;
SCN,LIJ,Ün atru giurnu saiâ tardi!... disse a Vurpe.
VEC,NAP,"Figlia, figlia amata."
VEC,NAP,"80 fanno pure le lettere lettere strappate!Non può, Cloto, riflettere ancora:"
